"AUTEURSENAUTEURSFUNCTIES","DOCUMENTCODE","DRUK","EMBARGODATUM","ISBN13EAN","ISBNFOLIOBK","JAARVANUITGAVE","MEDIAPRODUCTFAMILY","NAAMVANUITGEVER","NUMMER","OMVANG","ONDERTITEL","PLAATSVANUITGAVE","PRIJS","PRODUCTSTATUS","PRODUCTTEKST","RUBRIEKCODE","RUBRIEKSOMSCHRIJVING","RUBRIEKSOMSCHRIJVING2","RUBRIEKSOMSCHRIJVING3","SAMENVATTINGABSTRACT","SERIENRCQREEKSNR","SERIETITELCQREEKSTITEL","TITEL","VERSCHIJNINGSDATUM","WIJZIGINGSDATUM","WIJZIGINGSSTATUS"
"Drongelen, J. van|Jellinghaus, S.F.H.","gereed","4","","9789462511736","9789462511736","2018","","Paris","","476","Wet op de ondernemingsraden","Zutphen","70.64","Final","","825","Arbeids- en sociale zekerheidsrecht","","","Dit boek maakt deel uit van een reeks die het collectief arbeidsrecht als onderwerp heeft. Het collectief arbeidsrecht wordt omschreven als geheel van rechtsregels dat betrekking heeft op de werkgevers- en werknemersorganisaties, de collectieve onderhandelingen over de arbeidsvoorwaarden, de overheidsinvloed op deze onderhandelingen en het collectieve actierecht. Steeds vaker wordt het medezeggenschapsrecht hieraan toegevoegd. In dit boek wordt na een inleidend historisch hoofdstuk de Wet op de ondernemingsraden in zestien hoofdstukken behandeld. Er is gekozen voor een onderwerpsgewijze benadering, zoals de instelling, de samenstelling en de verkiezing van de medezeggenschapsorganen, maar ook de werkwijze van de medezeggenschapsorganen en de faciliteiten en voorzieningen die zij hebben gekregen om hun taken naar behoren uit te voeren, het overleg dat met de ondernemer wordt gevoerd en natuurlijk de verschillende rechten die de medezeggenschapsorganen hebben, zoals het informatierecht, het advies- en instemmingsrecht. Ook de mogelijkheden om de bevoegdheden van de medezeggenschapsorganen uit te breiden en de rechtspositie van de leden van de medezeggenschapsorganen komen aan de orde. Als laatste worden de verschillende procesrechtelijke aspecten behandeld. Bij het tot stand brengen van dit boek is veel aandacht geschonken aan de parlementaire stukken, de literatuur en de rechtspraak. Om de toegankelijkheid van het boek te vergroten is gebruikgemaakt van een fijnmazige hoofdstukindeling, zodat een bepaald onderwerp snel terug is te vinden. Ook is ervoor gezorgd dat de leesbaarheid optimaal is. De auteurs vertrouwen erop dat dit boek een nuttig naslagwerk is voor de praktijk.","1","Collectief arbeidsrecht","Collectief Arbeidsrecht deel 1","31-05-2018","24-12-2020","Gewijzigd"
"Groot, Jaap de ","gereed","","","9789462511873","9789462511873","2018","","Paris","","208","Hoe moet het niet? Hoe moet het wel?","Zutphen","30.28","Final","","824","Strafrecht en strafprocesrecht","","","In deze gebundelde commentaren van de auteur op rechterlijke beslissingen draait het om de manier waarop strafrechters omgaan met het bewijs. Consistentie van de bewijsmotivering blijkt vaak ver te zoeken. Dat komt het vertrouwen in de kundigheid van de rechter niet ten goede. De commentaren schetsen een verontrustend beeld van onmacht, onkunde en intellectuele stagnatie bij diegenen die over de afloop van strafzaken beslissen. De stukken geven ook stof tot nadenken over de uiteenlopende soorten gegevens – wetenschappelijke en traditionele gegevens – in het strafdossier en hoe betrokkenen bij het strafproces daarmee om zouden kunnen gaan. Deze bundel is een pleidooi om anders, namelijk meer rationeel, te denken en te redeneren langs de wegen van een consistente, logische methodiek.","","","DNA in het strafrecht","11-09-2018","24-12-2020","Gewijzigd"
"Verdaas, A.J.","gereed","","","9789462511583","9789462511583","2018","","Paris","","128","","Zutphen","30.28","Final","","820","Recht algemeen","","","Factoring is een financieringsvorm met betrekking tot de vorderingen van een leverancier van goederen of diensten op zijn afnemers. Factoring wordt aangeboden door gespecialiseerde financiers, factormaatschappijen. Factormaatschappijen bieden naast financiering ook andere diensten aan, zoals debiteurenbeheer en overneming van het risico van insolventie van de debiteur. Van factoring bestaan verschillende varianten en er doen zich tal van ontwikkelingen voor. Factoring kent veel juridische aspecten. In dit deel van de Financieel Juridische Reeks worden deze behandeld. Uitgebreid aan bod komen tal van vermogensrechtelijke aspecten van factoring, zoals de kwalificatie van de factoringovereenkomst en vragen betreffende de overdracht en verpanding van vorderingen. De auteur besteedt daarnaast aandacht aan de juridische aspecten van actuele ontwikkelingen, zoals de opkomst van reverse factoring en van de financiering van één leverancier door meerdere factormaatschappijen. Aan de orde komen ook aspecten van internationaal privaatrecht en publiekrechtelijke aspecten. Mr. dr. ing. Ronald Verdaas is specialist financiering & zekerheden en insolventierecht. Hij treedt op als advocaat en als bindend adviseur, is docent en onderzoeker. Hij is zelfstandig gevestigd en verbonden aan het Onderzoekcentrum Onderneming & Recht van de Radboud Universiteit.","12","Financieel Juridische Reeks","Factoring","30-01-2018","24-12-2020","Gewijzigd"
"Nelemans, M.D.H.","gereed","","","9789462511668","9789462511668","2018","","Paris","","290","","Zutphen","61.01","Final","","820","Recht algemeen","","","In dit boek worden de grondslagen en uitgangspunten van corporate governance en financieel toezicht geanalyseerd, vergeleken en toegelicht. Inmiddels is een duidelijke overlap tussen beide systemen ontstaan en dit levert juridische en praktische knelpunten op. Zowel corporate governance codes als het financieel toezichtrecht zijn na de financiële crisis van 2008-2012 ingrijpend veranderd. De voornaamste aanleidingen voor deze verschuivingen zijn: de Europeanisering van het financieel toezichtrecht, het verlies van vertrouwen in het zelfregulerend vermogen van de sector en de toegenomen rol van financiële toezichthouders in de regulering van interne governance aspecten van banken. Corporate governance codes zijn instrumenten van zelfregulering, zoals ook het bancaire tuchtrecht en de bankierseed. Deze bevatten normen die naar hun aard, inhoud en handhaafbaarheid grotendeels ongeschikt zijn om opgenomen te worden in wetgeving. Desondanks is sprake van een toegenomen gebruik van moraal-ethische normen in de financiële toezichtwet- en regelgeving, gericht op de regulering van gedrag en cultuur in banken. De regulering van gedrag en cultuur behoort traditioneel gezien echter in de sfeer van zelfregulering, voornamelijk uitgewerkt in corporate governance codes. Een meer principiële scheiding tussen interne governance en extern overheidstoezicht zal leiden tot een toegenomen effectiviteit en efficiency van beide systemen.","","","Financiële regulering: de verhouding tussen interne governance en extern toezicht","23-03-2018","24-12-2020","Gewijzigd"
"Schwarz, C.A.|Zaman, D.F.M.M.","gereed","","","9789462511590","9789462511590","2018","","Paris","","482","Studenteneditie","Zutphen","34.40","Final","","827","Ondernemingsrecht","","","Na het verschijnen van de tweede druk van het Handboek Stichting en Vereniging in 2013 verschijnt deze studenteneditie op dit gebied. Het is een selectie van de voor studenten in bachelor-, maar vooral mastertrajecten meest interessante onderwerpen op het terrein van verenigingen- en stichtingenrecht. Daarnaast is de selectie van referenties naar literatuur en rechtspraak mooi toegesneden op de behoeften van de student. De afgelopen jaren hebben zich interessante ontwikkelingen in wetgeving en jurisprudentie op dit terrein voorgedaan, alsook op het terrein van de bijzondere verschijningsvormen van de vereniging, de coöperatie en de onderlinge waarborgmaatschappij. Ook aan deze actualiteiten wordt op maat aandacht besteed. Het boek is geschreven voor de academische studie, maar heeft tegelijkertijd oog voor de praktische aspecten, zulks ter voorbereiding op de praktijk waarin de jeugdige jurist binnenkort werkzaam zal zijn. Aan de hand van voorbeelden worden alle belangrijke fasen in het leven van de rechtspersoon behandeld: van oprichting tot samenwerking, fusie en splitsing en van omzetting tot ontbinding. Ook wordt uitgebreid ingegaan op de governance structuur, op de machtsverhoudingen binnen de organisatie, op de taken en verantwoordelijkheden van de diverse organen en het naar buiten treden van deze rechtspersonen. Intern en extern toezicht, de verantwoordelijkheden op het terrein van financiële administratie en de aansprakelijkheden van bestuurders, beleidsbepalers en toezichthouders komen daarbij nadrukkelijk aan de orde. Ook is er aandacht voor het Voorontwerp bestuur en toezicht rechtspersonen dat, naar verwachting, op niet al te lange termijn zal leiden tot een nieuwe governance structuur voor vereniging en stichting.","","","Handboek Stichting en Vereniging","22-01-2018","24-12-2020","Gewijzigd"
"Drongelen, J. van|Drongelen, A. van","gereed","","","9789462511637","9789462511637","2018","","Paris","","143","","Zutphen","28.44","Final","","825","Arbeids- en sociale zekerheidsrecht","","","De Wet minimumloon en minimumvakantiebijslag (Wml) die in 1968 tot stand is gekomen had als uitgangspunt dat een werknemer een loon moest worden verzekerd dat, gezien de algehele welvaartssituatie, als een aanvaardbare tegenprestatie voor de verrichte arbeid kan worden beschouwd. De handhaving van deze wet was zuiver civielrechtelijk. In 2007 is de bestuursrechtelijke handhaving ingevoerd waarbij de betekenis van de Wml is aangepast. Centraal staat nu oneerlijke concurrentie als gevolg van het openstellen van de grenzen voor de zogenoemde MOE-landers. De bestuursrechtelijke handhaving heeft geleid tot allerlei handhavingsproblemen bij de Arbeidsinspectie/Inspectie SZW. De handhavingsproblemen zijn telkens opgelost met aanpassing van de wetgeving. Over deze aanpassingen is een aantal kritische artikelen verschenen in 'ArbeidsRecht, Sociale Zaken Actueel, Over de Grens' en 'PS Documenta' die in dit deeltje van Thema Arbeid & Recht zijn opgenomen. Deze kritische artikelen zijn aangevuld met een aantal artikelen, die óf van belang zijn voor begrip van een aantal in de wet gebezigde termen óf de toepasselijkheid van de wet. Het geheel is voorzien van een inleidend hoofdstuk over de geschiedenis van het (wettelijk) minimumloon. Mr. dr. J. van Drongelen is als universitair hoofddocent verbonden aan de vakgroep sociaal recht en sociale politiek van de Universiteit van Tilburg. Mevr. mr. A. van Drongelen is juriste Arbeidsrecht bij SRK Rechtsbijstand te Zoetermeer.","11","Thema's Arbeid & Recht","Het minimumloon gebundeld","05-03-2018","24-12-2020","Gewijzigd"
"Drongelen, J. van (red.)|Rijs, A.D.M. van (red.)","gereed","","","9789462511620","9789462511620","2018","","Paris","","67","Parlementaire geschiedenis","Zutphen","25.23","Final","","825","Arbeids- en sociale zekerheidsrecht","","","Op 23 februari 2006 is door de Internationale Arbeidsconferentie (ILO) te Genève Maritiem Arbeidsverdrag (IAO-Verdrag nr. 186, Trb. 2007, 93) aangenomen. Op 11 juni 2014 (Trb</. 2016, 85) zijn de wijzigingen van de Code en aanhangsels bij het Maritiem Arbeidsverdrag 2006 door de Internationale Arbeidsconferentie goedgekeurd. De implementatie van deze wijzigingen zijn gerealiseerd door aanpassingen van Boek 7 Afdeling 12 van het Burgerlijk Wetboek (de zee-arbeidsovereenkomst) en de Wet zeevarenden. Dit boek bevat als vijfde in de reeks over het Maritiem Arbeidsverdrag de parlementaire geschiedenis van de wet waarmee de wijzigingen van de Code en aanhangsels bij het Maritiem Arbeidsverdrag 2006 zijn geïmplementeerd.","5","Maritiem Arbeidsverdrag","Implementatie wijzigingen Code en aanhangsels Maritiem Arbeidsverdrag","08-03-2018","24-12-2020","Gewijzigd"
"Drongelen, J. van|Fase †, W.J.P.M. ","gereed","9","","9789462511835","9789462511835","2018","","Paris","","453","De overeenkomsten tot het verrichten van arbeid – Vakantie en verlof","Zutphen","42.20","Final","","825","Arbeids- en sociale zekerheidsrecht","","","Dit boek is het eerste deel van een drieluik, waarin alle facetten van de individuele arbeidsverhouding worden behandeld. In ‘Individueel Arbeidsrecht Deel 1’ komen overeenkomsten tot het verrichten van arbeid en vakantie en verlof aan de orde. Veel aandacht is geschonken aan parlementaire stukken, literatuur en rechtspraak, zodat deze uitgave naast een leerboek ook een zeer nuttig naslagwerk is voor de praktijk. Individueel Arbeidsrecht Deel 1 is hiermee een van de meest uitgebreide uitgaven op dit gebied in de Nederlandse rechtsliteratuur. Om de toegankelijkheid van de uitgave te vergroten is een fijnmazige hoofdstukindeling gehanteerd, zodat een bepaald onderwerp snel is terug te vinden. Voor zover dit nuttig is, wordt bij de onderwerpsgewijze behandeling verwezen naar andere onderdelen van het boek.","1","Individueel arbeidsrecht","Individueel Arbeidsrecht Deel 1 ","13-08-2018","24-12-2020","Gewijzigd"
"Drongelen, J. van|Fase †, W.J.P.M.|Jellinghaus, S.F.H.","gereed","8","","9789462511842","9789462511842","2018","","Paris","","511","Ontslagrecht","Zutphen","42.20","Final","","825","Arbeids- en sociale zekerheidsrecht","","","Dit boek is het derde deel van een drieluik waarin alle facetten van de individuele arbeidsverhouding worden behandeld. Het is daarmee een van de meest uitgebreide uitgaven op dit gebied in de Nederlandse rechtsliteratuur. In ‘Individueel arbeidsrecht Deel 3’ komt het ontslagrecht aan de orde. Het ontslagrecht is met ingang van 1 juli 2015 door de Wet werk en zekerheid ingrijpend gewijzigd. Deze wet en de daarop berustende nadere voorschriften worden in dit boek uitgebreid behandeld en waar nodig van commentaar voorzien. Aan bod komen allereerst de beëindiging met wederzijds goedvinden (beëindigingsovereenkomst) en van rechtswege. Vervolgens worden de ontslaggronden, de beëindiging door opzegging al dan niet met toestemming van het UWV of de cao-ontslagcommissie, de beëindiging door onverwijlde opzegging wegens dringende reden (het ontslag op staande voet) en de opzeg-/beëindigingsverboden behandeld. Daarna komen de ontbinding door de kantonrechter, het herstel van de arbeidsovereenkomst en de vergoedingen in samenhang met het ontslag aan de orde. Het ontslagrecht wordt afgesloten door procedurele aspecten (verzoekschrift, hoger beroep en cassatie). Als laatste wordt het getuigschrift behandeld. Veel aandacht is geschonken aan parlementaire stukken, literatuur en rechtspraak, zodat de uitgave naast een leerboek ook een zeer nuttig naslagwerk is voor de praktijk.","3","Individueel arbeidsrecht","Individueel Arbeidsrecht Deel 3 ","17-08-2018","24-12-2020","Gewijzigd"
"Mosselman, M.W.","gereed","","","9789462511712","9789462511712","2018","","Paris","","506","Second edition","Zutphen","59.17","Final","","822","Privaatrecht","","","This book covers the most important legal issues when conducting business abroad. The first part covers European law with a focus on the institutions of the European Union, the four freedoms and competition law. The second part focuses on individual international contracts. This part starts with the legal environment of the business transaction. The political and policy risks of doing business abroad are explained, as well as how they should be addressed. It continues with entry strategies in foreign markets and then goes on to focus on the individual contract of sale. A wide range of subjects are covered, including general conditions of sale, retention of title, the CISG, product safety and product liability, Incoterms, contract of carriage, jurisdiction, choice of law and arbitration, standard contract clauses and payment conditions. This book takes a practical approach and contains examples and exercises. The book does not pretend to be the ultimate guide: the field of international commercial law in particular is vast, and has many different angels. However, it does try to explain the main pitfalls of doing business in foreign countries and how to avoid them.","","","Introduction to International Commercial and European Law","29-06-2018","24-12-2020","Gewijzigd"
